sample_id,Indole2,Indole3,Indole1,DMSO1,DMSO2,DMSO3,TCDD1,TCDD2,TCDD3
Fut9,87,95,106,108,37,73,43,53,83
Fuz,166,167,174,243,195,188,224,213,186
Fv1,86,99,107,135,58,107,81,114,104
Fxn,67,79,115,70,111,94,109,124,82
Fxr1,923,976,1118,975,879,866,807,1103,1019
Fxr2,947,1106,1128,1099,1296,966,1087,1221,1116
Fxyd1,0,0,0,0,0,0,0,0,0
Fxyd2,0,1,0,525,11,207,1,1,0
Fxyd3,309,351,372,307,398,306,303,368,343
Fxyd4,803,888,1046,966,657,862,584,1185,1041
Fxyd5,17,14,11,50,28,17,38,14,13
Fxyd6,18,21,19,30,29,25,28,31,33
Fxyd7,0,0,0,0,0,0,0,2,0
Fyb,33,20,29,16,31,23,41,29,22
Fyco1,983,1103,1072,1070,771,965,1012,1015,1165
Fyn,20,17,21,27,23,21,15,34,23
Fyttd1,1578,1722,1921,1774,1001,1594,981,1866,2086
Fzd1,1075,1242,1429,1577,1077,1418,1084,1660,1333
Fzd10,17,25,15,19,39,14,24,19,23
Fzd2,6,6,15,7,19,5,16,13,6
Fzd3,19,46,32,33,33,23,29,22,24
Fzd4,53,74,67,56,42,55,41,55,49
Fzd5,1765,2020,2271,1951,1816,1871,1578,1974,1991
Fzd6,270,326,335,393,240,281,311,355,320
Fzd7,512,538,625,1075,605,742,592,693,627
Fzd8,136,170,194,134,175,176,153,178,136
Fzd9,4,12,6,9,3,6,1,10,8
Fzr1,1032,1183,1176,1125,1463,1145,1203,1322,1221
G0s2,21,13,12,21,38,28,44,44,22
G2e3,430,496,522,575,286,430,315,540,625
G3bp1,3102,3374,3993,3544,3072,3191,3098,4340,3900
G3bp2,1919,2323,2464,2167,1532,2137,1743,2576,2584
G430049J08Rik,0,0,0,0,0,0,0,0,0
G430095P16Rik,2,0,0,0,0,0,2,2,1
G530011O06Rik,2,1,3,1,0,1,2,2,6
G530012D18Rik,0,0,0,0,0,0,0,0,0
G630016G05Rik,0,0,0,0,0,0,0,0,0
G630018N14Rik,0,0,0,0,0,0,0,0,1
G630030J09Rik,0,0,0,0,0,0,0,0,0
G630090E17Rik,39,33,49,44,22,33,28,28,34
G6b,32,32,32,169,69,74,72,32,24
G6pc,0,0,0,0,0,0,0,1,0
G6pc2,0,0,0,0,0,0,0,0,0
G6pc3,661,806,817,814,990,781,771,975,808
G6pd2,2,6,1,3,1,2,2,2,5
G6pdx,1799,2120,2265,2223,2534,2078,2293,2545,2252
G730003C15Rik,7,9,10,20,4,18,13,10,14
G730013B05Rik,0,0,2,2,0,0,0,1,1
G730046D07Rik,4,3,9,4,4,10,2,13,1
G930045G22Rik,0,0,0,0,0,0,0,0,0
GM13308,0,0,0,0,0,0,0,0,0
GM6367,0,0,0,0,0,0,0,0,0
GPR152,0,0,0,0,0,0,0,0,0
GSTP1,0,0,0,0,0,0,0,0,0
GSTP2,0,0,0,0,0,0,0,0,0
GTF3C2,5,6,3,6,4,2,3,3,4
Gaa,965,1218,1317,1738,1575,1481,1580,1631,1256
Gab1,518,539,575,719,524,591,616,579,580
Gab2,371,433,453,548,552,487,519,515,464
Gab3,0,0,0,3,2,0,1,0,0
Gabarap,4662,5217,5496,5990,6420,5875,4317,6057,5702
Gabarapl1,281,365,354,560,404,393,365,372,324
Gabarapl2,192,225,253,248,72,274,68,249,257
Gabbr1,250,210,235,282,231,216,268,263,242
Gabbr2,4,2,2,0,2,2,5,1,5
Gabpa,1169,1329,1351,1944,1062,1613,1338,1416,1410
Gabpb1,360,437,460,656,453,559,493,465,491
Gabpb2,1850,2085,2046,2852,1223,2163,1618,2140,2333
Gabra1,0,0,0,0,0,0,0,0,0
Gabra2,1,0,0,0,0,0,0,0,0
Gabra3,0,0,0,0,0,0,0,0,0
Gabra4,0,0,0,0,0,0,0,0,0
Gabra5,0,0,0,0,0,0,0,0,0
Gabra6,0,0,0,0,0,0,0,0,0
Gabrb1,2,0,0,0,0,0,0,0,1
Gabrb2,0,0,0,0,0,0,0,0,0
Gabrb3,8,4,9,8,4,4,5,8,7
Gabrd,5,9,17,5,12,10,4,7,7
Gabre,38,18,34,29,32,19,29,25,25
Gabrg1,0,0,0,0,0,0,0,0,0
Gabrg2,0,0,0,0,0,0,0,0,0
Gabrg3,0,1,3,0,0,0,1,0,0
Gabrp,145,168,153,184,180,130,173,184,168
Gabrq,2,4,1,0,3,1,2,2,2
Gabrr1,0,0,0,0,0,0,0,0,0
Gabrr2,1,1,0,0,1,0,0,4,0
Gabrr3,0,0,0,1,0,1,0,0,0
Gad1,5,1,1,9,2,1,3,1,0
Gad1-ps,0,0,0,0,0,1,0,0,0
Gad1os,0,0,0,2,0,2,0,1,1
Gad2,30,55,40,46,32,38,36,48,50
Gadd45a,925,922,986,1155,1030,1070,750,1084,1007
Gadd45b,430,548,617,586,491,688,384,754,578
Gadd45g,144,172,197,161,205,205,278,276,201
Gadd45gip1,110,131,193,111,100,155,128,205,121
Gadl1,0,0,0,1,0,0,0,0,0
Gak,4360,5171,5449,5565,5807,5238,5500,5768,5588
Gal,1,0,0,4,0,0,0,0,0
Gal3st1,361,574,512,369,478,447,489,455,501
Gal3st2,36,61,49,47,42,47,50,48,46
Gal3st3,1,1,1,2,0,2,0,4,0
Gal3st4,0,0,0,0,0,0,0,0,0
Galc,190,189,249,232,200,216,219,232,234
Gale,4730,5624,6230,5735,6809,6078,5562,7212,6094
Galk1,236,325,371,347,277,371,247,460,353
Galk2,656,774,842,641,689,682,543,820,795
Galm,1519,1741,1923,2238,1818,1871,1396,1832,1829
Galns,425,495,526,419,724,443,547,574,510
Galnt1,1819,2116,2294,2271,1543,2197,1524,2209,2359
Galnt10,1977,2449,2395,1758,1921,1848,1847,2341,2280
Galnt11,357,425,430,536,440,499,371,475,449
Galnt12,1043,1227,1333,1511,1452,1280,1365,1489,1234
Galnt13,0,2,1,0,0,0,0,0,0
Galnt14,4,1,4,2,6,6,3,4,7
Galnt15,0,0,1,0,0,0,0,0,0
Galnt16,0,0,0,1,0,0,1,0,0
Galnt18,12,25,13,20,18,27,23,17,21
Galnt2,0,0,0,0,0,0,5,0,2
Galnt3,4038,4487,5095,5860,3729,4666,3637,4711,4574
Galnt4,4827,5029,5941,4307,3881,4118,4880,6245,6303
Galnt5,309,425,388,248,279,289,331,323,362
Galnt6,2663,2818,2854,3077,3514,3112,3008,3386,2989
Galnt6os,16,5,3,18,9,8,8,12,6
Galnt7,5655,6513,6970,4734,3966,5054,4214,6029,6559
Galnt9,3,4,4,2,5,1,4,5,3
Galntl5,0,0,0,0,0,0,0,0,0
Galntl6,77,71,91,77,49,82,40,92,84
Galp,0,0,0,0,0,0,0,0,0
Galr1,5,3,11,9,6,4,3,6,7
Galr2,5,5,12,2,4,4,2,2,6
Galt,234,277,311,255,349,238,314,315,273
Gamt,10,19,12,13,11,6,12,8,13
Gan,207,241,238,326,132,215,216,234,271
Ganab,4964,5727,6099,5665,3724,5114,3603,6172,6296
Ganc,246,296,287,298,222,241,244,294,304
Gap43,1,0,0,2,0,3,0,0,1
Gapdh,2119,2654,2744,3535,4447,3423,4053,3076,2779
Gapdhs,10,3,10,13,5,12,6,12,8
Gapt,0,1,0,10,2,10,1,1,1
Gapvd1,2194,2246,2514,2476,1775,2206,1848,2642,2724
Gar1,424,549,613,491,635,459,608,667,573
Garem,497,577,623,522,431,483,491,560,564
Gareml,0,0,0,0,5,0,0,0,0
Garnl3,14,17,21,22,16,20,15,23,20
Gars,7282,8389,9350,9832,9352,9572,7975,11051,9519
Gart,988,1368,1444,1117,957,1109,1090,1601,1437
Gas1,0,0,0,0,0,0,0,0,0
Gas2,73,65,88,70,42,76,49,89,66
Gas2l1,607,769,821,919,874,871,993,816,634
Gas2l2,0,0,0,0,0,0,0,0,1
Gas2l3,337,370,413,591,326,436,464,517,455
Gas5,2246,2490,2735,2791,3080,2504,2570,3153,2926
Gas6,5061,6374,7034,4582,6246,5036,5869,7254,6350
Gas7,56,71,84,201,88,124,111,86,81
Gas8,172,256,223,245,366,197,315,281,260
Gast,0,0,0,0,0,0,0,0,0
Gata1,0,0,0,0,0,0,0,0,0
Gata2,3,0,2,6,0,3,4,0,0
Gata3,12,13,13,19,19,14,22,14,16
Gata4,11,10,13,32,14,19,8,7,17
Gata5,3,4,10,0,4,3,7,5,5
Gata5os,0,1,0,1,1,0,0,0,0
Gata6,877,975,1171,844,1031,910,1084,1172,1004
Gatad1,1225,1368,1489,1304,1400,1233,1282,1413,1422
Gatad2a,1711,2041,2235,2153,2979,2084,3124,2363,2124
Gatad2b,287,318,316,484,283,352,500,390,357
Gatc,437,571,650,509,733,488,676,606,579
Gatm,146,188,131,140,89,130,100,157,199
Gatsl2,91,91,95,133,92,102,88,87,73
Gatsl3,22,20,31,53,25,41,24,21,16
Gba,932,1120,1090,1074,1362,1072,911,1022,1058
Gba2,159,170,220,184,151,157,150,193,167
Gbas,1437,1743,1899,1837,1644,1940,1708,2058,1829
Gbe1,552,669,683,438,565,520,487,613,680
Gbf1,2122,2514,2437,2733,2622,2392,2753,2806,2657
Gbgt1,2,2,6,4,2,1,1,6,4
Gbp11,0,0,0,0,0,0,1,1,0
Gbp2,29,33,34,67,21,48,32,17,41
Gbp3,22,28,41,37,33,57,35,38,37
Gbp4,4,10,8,6,7,3,7,6,5
Gbp5,3,0,1,4,1,3,1,1,1
Gbp6,9,13,14,19,7,12,10,11,10
Gbp7,103,119,141,189,73,167,87,103,133
Gbp8,31,26,36,37,29,38,17,38,37
Gbp9,8,12,15,14,8,8,12,13,9
Gbx1,1,2,0,6,2,4,3,1,1
Gbx2,0,0,0,0,0,0,0,0,0
Gc,1,0,0,2,0,0,2,2,1
Gca,445,467,537,449,311,416,309,488,481
Gcat,275,348,353,548,308,473,296,449,316
Gcc1,503,568,613,613,537,551,673,650,568
Gcc2,1972,2057,2340,2165,1729,2129,1890,2458,2581
Gcdh,442,497,541,430,430,464,379,524,504
Gcfc2,104,125,143,133,106,151,133,136,163
Gcg,997,1061,1194,1114,1182,862,1209,1295,996
Gcgr,1,0,0,1,0,3,0,4,0
Gch1,680,774,998,1062,687,1079,636,896,914
Gchfr,169,195,211,261,244,251,149,232,206
Gck,20,14,22,59,38,39,27,39,27
Gckr,1,0,1,0,1,0,0,1,0
Gclc,1905,2283,2304,2016,1836,1734,2507,2546,2128
Gclm,2497,2945,3078,2492,2252,2248,2243,3091,2983
Gcm1,0,0,0,0,0,0,0,0,0
Gcm2,0,0,0,0,0,0,0,0,0
Gcn1l1,1587,1873,2023,2053,1214,1847,1575,2539,2130
Gcnt1,1648,1736,1843,2150,1657,2019,1436,1842,2314
Gcnt2,321,409,433,1048,360,543,329,392,390
Gcnt3,3392,3613,4059,3303,3841,3047,3814,3639,3397
Gcnt4,483,523,660,643,319,423,357,458,470
Gcnt7,2,0,1,2,0,1,0,0,0
Gcom1,0,0,0,0,0,0,0,0,0
Gcsam,3,2,6,22,7,10,3,4,6
Gcsh,725,826,899,564,672,658,510,991,834
Gda,3528,3623,4240,3256,2025,2823,2096,3035,3535
Gdap1,1,1,3,7,6,4,0,2,2
Gdap10,133,91,106,179,23,130,64,128,121
Gdap1l1,5,10,7,7,4,8,11,5,9
Gdap2,426,529,540,505,504,530,498,536,519
Gde1,1461,1728,1683,1670,1584,1712,1029,1607,1691
Gdf1,0,0,0,0,0,0,0,0,0
Gdf10,0,0,0,0,0,0,0,0,0
Gdf11,24,11,24,10,20,11,23,13,18
Gdf15,424,561,586,601,360,669,602,774,525
Gdf2,0,0,0,0,0,0,0,0,0
Gdf3,0,0,0,0,0,0,0,0,0
Gdf5,0,0,0,0,0,0,0,0,0
Gdf6,0,0,0,0,0,0,0,0,0
Gdf7,0,1,0,1,0,0,0,1,0
Gdf9,1,1,2,0,2,1,1,0,2
Gdi1,1907,1960,2151,2542,2071,2162,1874,2332,2270
Gdi2,7324,8548,9251,8629,9217,8433,7496,9449,9635
Gdnf,0,0,0,0,0,0,0,0,0
Gdpd1,1545,1786,1955,1282,1764,1386,1415,1578,1797
Gdpd2,401,418,437,362,492,399,429,425,520
Gdpd3,46,33,39,45,66,33,54,41,40
Gdpd4,0,0,0,0,0,0,0,0,0
Gdpd5,172,195,228,216,191,186,188,217,176
Gdpgp1,253,277,340,247,294,253,314,277,310
Gem,14,9,9,84,13,37,12,18,11
Gemin2,126,173,161,142,116,143,122,153,176
Gemin4,2,2,7,7,0,8,6,6,1
Gemin5,610,846,911,730,594,664,607,940,852
Gemin6,75,86,111,69,69,59,54,97,105
Gemin7,415,481,487,430,286,459,231,517,489
Gemin8,20,24,27,25,21,21,23,27,21
Gen1,94,95,75,79,90,71,86,95,91
Get4,418,536,592,695,362,580,328,671,625
Gfap,2,0,1,3,1,2,4,0,0
Gfer,547,683,772,551,693,602,591,824,711
Gfi1,25,44,39,44,48,56,53,69,39
Gfi1b,1,0,4,1,6,0,0,0,2
Gfm1,1768,1983,2220,1672,2082,1749,2112,2279,2115
Gfm2,1177,1398,1456,1093,1330,1130,1312,1461,1385
Gfod1,81,94,86,67,57,68,59,68,94
Gfod2,223,276,285,212,187,210,171,267,245
Gfpt1,22776,24194,26190,28886,19033,26399,21062,25496,26742
Gfpt2,0,1,1,3,0,2,0,0,0
Gfra1,4,3,5,5,3,2,3,5,6
Gfra2,0,0,0,0,0,0,0,0,0
Gfra3,24,41,50,31,43,30,54,40,34
Gfra4,5,9,1,10,6,4,1,6,7
Gfral,0,0,0,0,0,0,0,0,0
Gfy,1,0,0,0,0,0,1,0,0
Gga1,1605,1871,1937,1971,1968,1868,2066,2265,1867
Gga2,151,189,199,220,119,179,160,195,179
Gga3,611,666,752,867,560,710,640,829,732
Ggact,596,710,740,652,921,629,758,739,678
Ggct,101,79,120,161,116,106,100,130,110
Ggcx,251,272,324,281,197,254,216,333,285
Ggh,2416,2898,2963,2451,2840,2699,2156,2367,3064
Ggn,8,8,6,17,3,13,13,10,11
Ggnbp1,31,32,38,47,27,30,23,37,26
Ggnbp2,2380,2516,2872,2505,2212,2538,1929,2852,2831
Ggps1,352,388,419,311,283,317,267,387,390
Ggt1,127,131,128,12,138,89,74,69,123
Ggt5,0,0,0,0,0,0,0,0,0
Ggt6,982,1136,1158,1008,963,1052,776,1145,974
Ggt7,4,9,5,18,15,12,4,14,7
Ggta1,2,7,8,25,8,8,8,9,7
Gh,0,0,0,0,1,0,0,0,0
Ghdc,302,343,328,317,340,299,270,403,333
Ghitm,8889,10265,10992,13606,7397,11946,7138,11883,11415
Ghr,406,437,399,296,313,325,282,407,445
Ghrh,0,0,1,0,1,2,0,1,2
Ghrhr,3,0,5,3,5,10,2,2,4
Ghrl,8,12,10,23,24,13,25,21,14
Ghsr,0,0,0,0,0,0,0,0,0
Gid4,552,647,694,559,621,562,571,621,640
Gid8,1283,1460,1579,1202,1507,1314,1415,1538,1587
Gif,0,0,0,0,0,0,0,0,0
Gigyf1,337,327,342,502,282,372,326,395,319
Gigyf2,2191,2485,2640,2313,2144,2124,2411,2692,2704
Gimap1,9,12,10,13,6,10,16,10,9
Gimap1os,3,3,0,4,0,3,2,1,4
Gimap3,1,0,1,2,0,0,0,0,0
Gimap4,1,6,0,1,2,0,0,6,2
Gimap5,0,3,1,2,3,1,2,2,0
Gimap6,1,1,2,4,5,1,0,0,2
Gimap7,0,0,1,0,1,0,0,0,1
Gimap8,7,9,12,25,4,24,7,14,7
Gimap9,145,189,189,133,161,141,137,165,174
Gin1,135,170,175,161,143,126,132,192,166
Ginm1,1407,1625,1756,1672,1418,1558,1160,1689,1661
Gins1,41,42,48,36,32,23,28,33,49
Gins2,70,116,107,83,111,66,83,94,91
Gins3,48,71,63,42,48,38,54,67,59
Gins4,181,237,262,224,265,210,220,253,246
Gip,0,0,0,0,0,0,0,0,0
Gipc1,1085,1324,1494,1393,1522,1482,1470,1668,1274
Gipc2,3025,3627,3797,2829,4569,2947,3801,3563,4013
Gipc3,11,9,5,20,4,12,9,16,8
Gipr,10,10,18,16,8,11,9,14,20
Git1,1584,1797,2027,1883,2024,1779,1935,1998,1723
Git2,422,490,538,557,604,528,687,627,526
Gja1,246,294,261,153,259,179,235,245,251
Gja10,0,0,1,0,0,1,0,0,0
Gja3,0,0,0,0,0,1,0,1,1
Gja4,4,9,7,2,3,5,8,5,12
Gja5,0,0,0,1,2,0,0,1,0
Gja6,4,2,2,6,0,1,1,1,0
Gja8,0,0,0,0,0,2,0,1,0
Gjb1,348,420,504,243,464,324,428,423,403
Gjb2,505,590,640,700,605,586,626,733,580
Gjb3,1098,1456,1514,1063,1564,1086,1276,1413,1418
Gjb4,160,197,198,381,178,257,164,238,188
Gjb5,14,16,13,17,12,23,11,13,18
Gjb6,1,1,0,0,0,0,1,1,0
Gjc1,0,1,0,0,0,0,0,0,0
Gjc2,0,0,0,0,0,2,0,2,0
Gjc3,0,0,0,0,0,0,0,0,0
Gjd2,0,0,1,0,0,1,0,0,1
Gjd3,0,0,0,0,0,1,0,1,0
Gjd4,0,0,0,0,0,1,0,0,0
Gje1,0,0,0,0,0,0,0,0,0
Gk2,0,0,0,0,0,0,0,0,0
Gk5,253,324,282,391,160,321,221,309,339
Gkap1,9,8,13,2,7,6,8,11,12
Gkn1,0,0,0,0,0,0,0,0,0
Gkn2,0,0,0,0,0,0,0,0,0
Gkn3,0,1,0,0,0,0,0,0,0
Gla,209,235,218,384,193,276,144,232,232
Glb1,1515,1793,2073,1567,2219,1788,1878,1858,1809
Glb1l,52,56,44,85,47,63,40,64,69
Glb1l2,0,0,2,0,0,1,0,0,1
Glb1l3,0,0,0,0,0,0,0,0,0
Glcci1,10,15,16,8,2,5,11,11,13
Glce,1049,1182,1235,1154,744,987,854,1221,1270
Gldc,1,1,0,3,1,2,1,3,3
Gldn,1,1,0,2,0,1,3,4,1
Gldnos,2,0,0,0,0,0,0,0,0
Gle1,284,323,328,435,271,314,281,369,297
Glg1,3513,3918,4115,5345,2961,4319,3573,4277,4180
Gli1,0,0,2,1,0,0,0,0,0
Gli2,2,0,1,2,0,1,1,0,0
Gli3,0,1,1,0,0,4,0,1,1
Glipr1,30,44,41,482,77,140,83,58,47
Glipr1l1,0,0,0,0,0,0,0,0,0
Glipr1l2,0,0,0,0,0,0,0,0,0
Glipr2,35,34,40,79,41,47,30,38,34
Glis1,0,0,1,1,1,3,2,1,0
Glis2,153,176,149,386,195,231,221,255,192
Glis3,71,70,67,86,65,79,77,73,73
Glmn,138,179,174,154,106,125,100,180,183
Glns-ps1,1,1,2,1,0,3,1,2,1
Glo1,946,1126,1250,1286,1048,1157,795,1238,1202
Glod4,1010,1214,1333,1089,1076,1102,869,1296,1341
Glod5,407,459,512,301,741,396,557,469,527
Glp1r,0,1,0,1,0,0,0,4,1
Glp2r,18,20,24,35,13,17,9,21,18
Glra1,0,0,0,0,0,0,0,0,0
Glra2,0,0,0,0,0,0,1,0,0
Glra3,0,0,0,0,0,0,0,0,0
Glra4,0,0,1,0,0,0,2,1,1
Glrb,1,0,0,0,0,0,0,0,0
Glrp1,0,0,0,2,0,0,0,0,1
Glrx,742,883,941,428,746,572,636,576,734
Glrx2,410,476,502,355,433,371,323,519,506
Glrx3,364,465,516,387,374,408,327,574,495
Glrx5,747,899,1042,733,740,828,583,1005,915
Gls,6092,5896,7020,5639,2744,5399,2613,6440,7093
Gls2,12,9,7,14,3,10,10,8,5
Glt1d1,352,382,347,262,288,249,309,395,361
Glt28d2,297,292,373,352,247,313,178,338,366
Glt6d1,0,0,0,1,0,0,0,0,0
Glt8d1,138,163,158,274,112,235,136,162,150
Glt8d2,2,2,2,3,0,1,1,1,0
Gltp,2247,2555,2676,2725,3789,2690,3342,2815,2685
Gltpd1,638,647,752,736,829,643,720,792,706
Gltpd2,0,0,0,0,0,1,0,0,0
Gltscr1,423,419,503,502,582,481,814,597,492
Gltscr1l,591,599,680,830,599,694,710,789,774
Gltscr2,1302,1560,1722,2029,1911,2096,1783,2279,1697
Glud1,2446,2842,3017,2989,2134,2715,2106,3101,2880
Glul,4757,6067,5987,5868,5746,5710,4840,4786,5113
Glyat,11,3,4,3,3,0,0,0,5
Glyatl3,0,0,0,0,0,0,0,0,0
Glycam1,0,0,0,0,0,0,0,0,0
Glyctk,7,9,14,18,12,13,15,15,13
Glyr1,2938,3417,3574,3339,3486,3069,3379,3676,3601
Gm10000,0,0,0,0,0,0,0,0,0
Gm10010,0,0,1,5,3,1,1,1,1
Gm10011,5,1,6,3,0,0,1,2,4
Gm10012,0,0,0,0,0,0,0,0,2
Gm10013,0,0,0,0,0,0,0,0,0
Gm10015,3,0,0,0,0,0,0,0,0
Gm10020,0,1,0,0,0,0,0,2,1
Gm10024,0,0,0,0,0,0,0,0,0
Gm10025,0,0,0,0,0,0,0,0,0
Gm10029,1,1,2,1,1,0,0,0,3
Gm10030,0,0,0,0,1,0,0,1,1
Gm10031,0,0,0,0,0,0,0,0,0
Gm10032,0,0,0,2,0,0,0,0,0
Gm10033,20,26,34,19,9,19,5,20,26
Gm10036,7,8,8,9,13,12,17,18,11
Gm10037,0,1,1,0,0,0,0,0,0
Gm10038,0,0,0,0,0,0,0,0,0
Gm10039,9,7,8,13,13,9,6,6,8
Gm10040,0,0,0,0,0,1,0,0,0
Gm10042,0,0,0,0,0,0,0,0,0
Gm10044,43,41,40,79,38,66,31,46,34
Gm10045,0,1,0,0,0,0,0,0,0
Gm10051,1,1,0,0,1,1,2,1,1
Gm10052,0,0,0,0,0,0,0,0,0
Gm10053,29,29,53,32,30,33,39,43,32
Gm10057,0,0,0,0,0,0,0,0,0
Gm10058,0,0,0,0,0,0,0,0,0
Gm10059,5,3,2,2,0,2,0,2,1
Gm10061,0,0,0,0,0,0,0,0,0
Gm10062,0,1,0,0,0,0,0,0,0
Gm10064,0,0,0,0,0,0,0,0,0
Gm10065,0,0,0,0,0,0,0,0,0
Gm10067,0,0,0,0,0,0,0,0,0
Gm10068,0,1,0,0,0,0,0,1,1
Gm10069,8,5,5,2,1,7,3,5,2
Gm10071,2,1,1,1,0,1,0,2,0
Gm10073,1,5,1,3,3,3,2,3,3
Gm10074,0,0,0,0,0,0,0,0,0
Gm10075,1,0,1,1,0,1,0,1,1
Gm10076,4,3,2,2,8,3,3,5,2
Gm10080,4,5,7,5,5,5,8,13,6
Gm10081,0,0,0,0,0,0,0,0,0
Gm10083,0,0,1,0,3,1,0,3,0
Gm10086,8,4,7,7,2,6,5,1,8
Gm10087,1,0,1,1,0,0,0,0,0
Gm10088,0,0,0,0,0,0,0,0,0
Gm10092,0,0,0,0,0,0,0,0,0
Gm10093,9,9,12,17,13,7,10,17,14
Gm10094,9,14,23,18,11,18,8,26,16
Gm10096,0,0,0,0,0,0,0,0,0
Gm10097,0,0,0,0,0,0,0,0,0
Gm101,1,0,0,2,0,0,0,0,0
Gm10100,0,0,0,0,0,0,0,0,0
Gm10101,15,20,13,29,13,24,18,12,6
Gm10104,0,0,0,0,0,0,0,0,0
Gm10105,0,0,0,0,0,0,0,0,0
Gm10108,0,0,0,0,0,0,1,0,0
Gm10109,1,0,1,1,3,1,9,2,2
Gm10110,10,5,10,7,3,4,3,7,5
Gm10112,0,0,0,0,0,0,0,0,0
Gm10113,0,0,0,0,0,0,0,0,0
Gm10115,0,0,0,0,0,0,0,0,0
Gm10116,0,0,4,2,0,1,0,0,2
Gm10118,0,0,0,0,0,0,0,0,0
Gm10123,0,0,0,3,0,0,1,1,2
Gm10125,0,0,0,0,0,0,0,0,0
Gm10126,0,0,0,0,3,2,0,1,0
Gm10128,0,0,0,0,0,0,0,0,0
Gm10130,9,14,19,8,5,6,4,12,13
Gm10131,1,2,1,1,0,2,1,1,0
Gm10132,1,1,2,1,1,1,1,3,4
Gm10134,0,0,0,0,3,1,2,1,1
Gm10135,0,0,0,0,0,0,0,0,0
Gm10136,0,0,1,4,1,0,1,0,0
Gm10138,0,0,0,0,0,0,0,0,0
Gm10139,0,0,0,0,0,0,0,0,0
Gm10142,0,0,0,0,0,0,0,0,0
Gm10143,5,0,3,4,3,1,1,4,2
Gm10145,0,0,1,0,0,0,1,0,0
Gm10146,1,1,1,0,0,0,1,0,0
Gm10147,0,0,0,0,0,0,0,0,0
Gm10153,0,0,0,0,0,0,0,0,0
Gm10154,1,0,0,0,0,0,0,0,1
Gm10155,0,0,0,0,0,0,0,0,1
Gm10156,0,0,0,0,0,0,0,0,2
Gm10157,0,1,0,0,1,0,0,0,1
Gm10160,0,0,0,0,0,0,0,0,0
Gm10161,1,0,0,0,0,0,0,0,0
Gm10163,0,0,0,0,0,0,0,0,0
Gm10167,24,33,35,32,16,34,18,30,30
Gm10169,1,1,0,1,2,1,0,0,2
Gm10171,0,0,0,0,0,0,0,0,0
Gm10172,0,0,0,0,0,0,0,0,0
Gm10175,1,2,2,2,6,2,4,1,3
Gm10176,0,0,0,0,0,0,0,0,0
Gm10177,26,33,34,24,31,26,28,32,24
Gm10179,1,3,2,3,1,2,1,0,3
Gm10180,1,0,0,1,1,0,1,1,1
Gm10181,0,0,0,0,0,0,0,0,0
Gm10182,0,0,0,0,0,0,0,0,0
Gm10184,0,0,0,0,1,0,0,0,0
Gm10188,0,0,0,0,0,0,0,0,0
Gm10190,0,0,0,0,0,0,0,0,0
Gm10192,0,0,0,0,0,0,0,0,0
Gm10197,0,0,0,0,0,0,0,0,0
Gm10198,0,0,0,0,0,0,0,0,0
Gm10203,0,0,0,0,0,0,0,0,0
Gm10205,0,0,0,0,0,0,0,0,0
Gm10212,0,0,0,0,0,0,0,0,0
Gm10217,0,0,0,0,0,0,0,0,0
Gm10220,0,0,0,0,0,0,0,0,0
Gm10221,2,2,0,2,2,1,0,0,3
Gm10222,0,0,0,0,1,0,0,0,0
Gm10224,0,0,1,2,0,0,0,2,2
Gm10226,9,12,15,16,9,12,6,9,15
Gm10228,0,0,0,0,0,0,0,0,0
Gm10229,0,0,0,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0,0,0,0
Gm10231,0,0,0,0,0,0,0,0,0
Gm10232,1,0,0,1,0,0,0,2,2
Gm10233,1,0,0,0,0,1,0,0,0
Gm10234,0,0,0,0,0,0,0,0,0
Gm10237,2,0,1,1,0,0,0,0,0
Gm10238,0,0,0,0,1,1,0,0,1
Gm10240,0,0,0,0,0,0,0,0,1
Gm10241,0,0,0,0,0,0,0,0,0
Gm10242,0,0,0,0,0,0,0,0,0
Gm10243,0,1,0,0,0,0,0,0,0
Gm10244,1,3,4,7,8,7,1,3,1
Gm10247,0,0,1,0,0,1,0,0,2
Gm10248,0,0,0,0,0,0,0,0,0
Gm10250,7,5,1,4,7,1,4,4,3
Gm10251,0,0,0,0,0,0,0,0,0
Gm10254,1,2,2,1,2,2,3,0,1
Gm10256,0,0,0,0,0,0,0,0,0
Gm10257,1,0,0,0,0,0,0,1,0
Gm10258,0,0,0,0,0,0,0,1,0
Gm10259,0,0,0,1,0,0,0,0,1
Gm10260,0,0,0,0,0,0,0,0,0
Gm10263,2,0,0,0,4,1,0,2,0
Gm10264,0,0,0,0,0,0,0,0,0
Gm10267,0,0,0,0,0,0,0,0,0
Gm10268,0,4,2,1,2,2,2,3,0
Gm10269,0,0,1,2,2,0,1,2,2
Gm10271,0,0,0,1,0,0,0,0,0
Gm10272,0,0,0,0,0,0,0,0,0
Gm10273,0,0,0,0,0,0,0,0,0
Gm10275,15,17,9,18,12,8,7,16,16
Gm10277,1,5,2,8,5,4,1,2,3
Gm10282,0,0,0,0,0,0,0,0,0
Gm10283,0,0,0,0,0,0,0,0,0
Gm10284,3,3,3,4,7,2,3,2,4
Gm10286,5,4,4,7,2,4,4,4,6
Gm10287,0,0,0,0,0,0,0,0,0
Gm10288,4,8,5,6,7,5,3,0,4
Gm10291,4,4,4,0,2,2,5,14,3
